0.53749,-0.62108,0.18196,-0.68382,0.33722,0.99212,-0.99868,-0.97386,0.14807,0.72274,0.46482,0.43307,-0.012712,0.91071,0.91071,-0.97386,-0.90894,-0.76649,-0.97903,-0.90894,-0.99994,-0.99994,0.19074,0.21757,-0.98508,-0.91508,-0.8905,-0.94551,-0.014443,-0.99273,2
-0.97007,-0.92699,-0.50141,0.75363,0.15069,0.98637,-0.99996,-0.9823,0.020639,0.36631,0.38067,0.32789,-0.72128,0.91454,0.91454,-0.9823,-0.85174,-0.91461,-0.96889,-0.85174,-0.9995,-0.9995,-0.71803,-0.051299,-0.52167,-0.90741,-0.8905,-0.92834,-0.13691,-0.97845,1
-0.97286,-0.94086,-0.44239,0.73574,0.15571,0.98662,-0.99995,-0.95955,0.01704,0.36453,0.38323,0.33199,-0.72156,0.91249,0.91249,-0.95955,-0.7817,-0.87306,-0.98654,-0.7817,-0.9997,-0.9997,-0.79933,-0.065386,-0.57573,-0.9094,-0.8905,-0.93281,-0.15431,-0.98582,1
-0.69354,-0.021524,-0.61493,0.81829,0.59824,0.98938,-0.9859,-0.98076,0.44524,0.58457,0.40809,0.36507,-0.57315,0.93376,0.93376,-0.98076,-0.48673,-0.71436,-0.97141,-0.48673,-0.99981,-0.99981,-0.29833,0.069926,-0.36641,-0.91284,-0.8905,-0.94051,0.36726,-0.99423,2
-0.30823,1,-0.53156,0.96503,0.66354,0.98951,-0.9859,-0.96952,0.20352,0.45225,0.39686,0.34866,-0.65136,0.91781,0.91781,-0.96952,-0.43667,-0.70877,-0.98205,-0.43667,-0.99985,-0.99985,-0.46483,-0.019672,-0.42988,-0.91335,-0.8905,-0.94164,0.062036,-0.99436,2
-0.94792,-0.96369,-0.47399,-0.53739,0.35369,0.9905,-0.9998,-0.97275,0.043339,0.44198,0.39325,0.34351,-0.65735,0.90836,0.90835,-0.97275,-0.85394,-0.7229,-0.97989,-0.85394,-0.99988,-0.99989,-0.40552,-0.023345,-0.87673,-0.91491,-0.89047,-0.94516,-0.13502,-0.99402,2
-0.95084,-0.96995,-0.47788,-0.60796,0.35865,0.99069,-0.9998,-0.96379,0.031492,0.43128,0.39422,0.34424,-0.68203,0.90808,0.90802,-0.96379,-0.85724,-0.69032,-0.98494,-0.85724,-0.99982,-0.99988,-0.61043,-0.036539,-0.85546,-0.91487,-0.89036,-0.94521,-0.1496,-0.99475,2
-0.95209,-0.86354,-0.88835,-0.44828,-0.10865,0.98516,-0.23879,-0.95699,0.10422,0.52181,0.39407,0.3502,-0.70172,0.91733,0.91266,-0.95699,-0.51945,-0.21294,-0.98736,-0.51945,-0.99975,-0.99982,-0.76313,-0.044695,-0.22327,-0.91081,-0.88843,-0.93851,0.045024,-0.99852,2
-0.98268,-0.95695,-0.77997,-0.15668,0.13236,0.98658,1,-0.9781,0.24338,0.61474,0.40222,0.36024,-0.65518,0.92585,0.91796,-0.9781,-0.60914,-0.55769,-0.97491,-0.60914,-0.99972,-0.99981,-0.58672,0.027654,-0.28129,-0.91185,-0.8887,-0.94053,0.17967,-0.99661,2
-0.96148,-0.81695,-0.75126,0.87312,0.19119,0.98697,-0.99951,-0.94226,0.021749,0.36592,0.37671,0.32295,-0.72763,0.9178,0.91681,-0.94226,0.13853,-0.38398,-0.99066,0.13853,-0.99988,-0.99988,-0.65806,-0.081428,-0.031924,-0.89432,-0.89025,-0.89935,-0.083176,-0.99784,1
-0.97329,-0.87543,-0.77453,0.68969,0.10945,0.98671,-0.99966,-0.935,0.014958,0.36373,0.37698,0.32323,-0.72933,0.91812,0.91316,-0.935,-0.085206,-0.45431,-0.99173,-0.085206,-0.99984,-0.99985,-0.76218,-0.081587,-0.015918,-0.88706,-0.88848,-0.88531,-0.091823,-0.99744,1
-0.97943,-0.89971,-0.7949,0.6351,0.040571,0.98642,-0.99975,-0.91225,-0.018889,0.34486,0.3713,0.3153,-0.73724,0.90194,0.90194,-0.91225,-0.20188,-0.50894,-0.99395,-0.20188,-0.99982,-0.99982,-0.84974,-0.088406,-0.012217,-0.88566,-0.8905,-0.87967,-0.13714,-0.99705,2
-0.98831,-0.94277,-0.81733,0.49433,-0.024779,0.98599,-0.99961,-0.96562,0.0011767,0.35679,0.37466,0.32042,-0.73258,0.91245,0.91245,-0.96562,-0.36166,-0.57256,-0.98412,-0.36166,-0.99977,-0.99977,-0.63731,-0.083426,-0.0068316,-0.88177,-0.8905,-0.87096,-0.16786,-0.99646,2
-0.99145,-0.98435,-0.8065,-0.45764,0.10404,0.98621,-0.99951,-0.96062,0.28781,0.80675,0.45061,0.43286,-0.59958,0.91992,0.91748,-0.96062,-0.69266,-0.48931,-0.98617,-0.69266,-0.99975,-0.99982,-0.74211,0.084089,-0.51342,-0.91382,-0.88992,-0.94341,0.23171,-0.9972,2
-0.85918,-0.80321,-0.68,-0.38251,0.25631,0.98814,-0.99974,-0.97044,0.15523,0.57641,0.42491,0.39058,-0.6222,0.91239,0.91202,-0.97044,-0.80859,-0.71524,-0.98148,-0.80859,-0.99974,-0.99978,-0.67566,0.064952,-0.68941,-0.91448,-0.89031,-0.94441,0.046664,-0.99421,2
-0.97583,-0.88389,-0.96311,-0.49235,-0.63904,0.97855,-0.99973,-0.89968,0.0051269,0.37308,0.38321,0.37253,-0.7316,0.95616,0.95616,-0.89968,-0.70909,-0.48901,-0.99474,-0.70909,-0.99947,-0.99947,-0.95687,-0.077792,-0.027322,-0.70465,-0.8905,-0.47451,-0.067868,-0.9972,1
-0.67564,0.23055,-0.81735,0.13282,-0.090849,0.98537,-0.99916,-0.91819,0.082176,0.42351,0.40301,0.35983,-0.71134,0.93889,0.91813,-0.91819,-0.48802,-0.55667,-0.99349,-0.48802,-0.99974,-0.99978,-0.83295,-0.054836,-0.11424,-0.89625,-0.88583,-0.90914,-0.082245,-0.99662,1
-0.98845,-0.96033,-0.75619,0.3132,0.16954,0.98679,-0.99989,-0.98773,-0.032934,0.33371,0.37035,0.31439,-0.74123,0.90337,0.90532,-0.98773,-0.8129,-0.85866,-0.955,-0.8129,-0.99926,-0.99941,-0.70759,-0.10907,-0.127,-0.90722,-0.88761,-0.9315,-0.21042,-0.98736,2
-0.98966,-0.95788,-0.75497,0.57846,0.1754,0.98687,-0.9999,-0.99153,0.018226,0.36652,0.37636,0.32435,-0.72739,0.91,0.91,-0.99153,-0.83354,-0.89412,-0.93468,-0.83354,-0.99921,-0.99921,-0.60012,-0.057665,-0.1772,-0.90954,-0.8905,-0.93313,-0.13201,-0.9828,2
-0.99801,-0.9968,-0.71311,-0.22876,0.21923,0.98763,-0.99988,-0.97387,-0.18301,0.15289,0.32008,0.26617,-0.82534,0.90007,0.90078,-0.97387,-0.82732,-0.78843,-0.97901,-0.82732,-0.99961,-0.99967,-0.75197,-0.26437,-0.57654,-0.91408,-0.89021,-0.94364,-0.34116,-0.99187,1
-0.99183,-0.97505,-0.85069,-0.23389,-0.050081,0.98342,-0.99989,-0.94052,-0.51162,-0.22325,0.061479,0.018133,-0.90281,0.87331,0.87852,-0.94052,-0.8056,-0.76041,-0.99094,-0.8056,-0.99945,-0.9995,-0.9266,-0.54277,-0.32149,-0.91235,-0.89004,-0.93998,-0.54451,-0.99294,1
-0.90909,-0.76607,-0.52727,0.75605,0.61858,0.98802,-0.99928,-0.9434,0.77999,0.77067,0.44833,0.42997,-0.38674,0.94219,0.94219,-0.9434,0.21117,-0.30336,-0.99046,0.21117,-0.99995,-0.99995,-0.30268,0.028776,-0.49574,-0.91374,-0.8905,-0.94252,0.86828,-0.9982,2
-0.91941,-0.76834,-0.57035,0.80418,0.55573,0.9878,-0.99889,-0.94988,0.029867,0.37069,0.37659,0.32309,-0.71964,0.90904,0.90904,-0.94988,0.30196,-0.27005,-0.98919,0.30196,-0.99995,-0.99995,-0.24129,-0.080919,-0.43245,-0.91329,-0.8905,-0.9415,-0.088373,-0.99833,2
-0.33492,-0.36228,-0.15337,0.079744,0.60285,0.98925,-0.99884,-0.95662,0.5535,0.82165,0.46393,0.44892,-0.068398,0.92249,0.92249,-0.95662,-0.45263,-0.50469,-0.98747,-0.45263,-0.99996,-0.99996,0.10925,0.095108,-0.83543,-0.91483,-0.8905,-0.94495,0.51557,-0.99708,2
-0.060994,-0.021713,0.0047365,0.40595,0.77004,0.99083,-0.99932,-0.96727,0.5336,0.70658,0.45309,0.42809,-0.14298,0.92215,0.92215,-0.96727,-0.54727,-0.67906,-0.9833,-0.54727,-0.99995,-0.99995,0.11957,0.12524,-0.81807,-0.91479,-0.8905,-0.94487,0.48205,-0.99497,2
-0.13338,-0.44904,0.47799,0.22979,0.76455,0.99472,-0.99991,-0.84558,0.44009,0.68421,1,1,0.0673,0.91842,0.91842,-0.84558,-0.77566,-0.8199,-0.99668,-0.77566,-0.99994,-0.99994,-0.81414,0.26687,-0.90329,-0.91495,-0.8905,-0.94523,0.24496,-0.99029,2
0.46318,-0.25898,0.92669,0.2688,0.81784,0.99562,-0.99989,-0.94682,0.76421,0.90875,0.75355,0.69307,1,0.92605,0.92605,-0.94682,-0.78064,-0.82893,-0.98983,-0.78064,-0.99996,-0.99996,-0.31653,0.53567,-0.9305,-0.915,-0.8905,-0.94533,0.503,-0.98972,2
-0.96739,-0.90626,-0.67072,0.41436,0.25591,0.98753,-0.99906,-0.98464,0.091605,0.41613,0.38159,0.32907,-0.6962,0.91368,0.91343,-0.98464,-0.60999,-0.72506,-0.96412,-0.60999,-0.99977,-0.99978,-0.19348,-0.040781,-0.41733,-0.91274,-0.8904,-0.9404,-0.040009,-0.99397,1
-0.8177,-0.54774,-0.64188,0.30029,0.29832,0.98753,-0.99716,-0.9711,0.015025,0.3674,0.37589,0.32272,-0.72447,0.90827,0.90821,-0.9711,-0.3996,-0.54228,-0.98105,-0.3996,-0.99988,-0.99988,-0.28007,-0.079184,-0.49233,-0.91345,-0.89037,-0.94203,-0.11975,-0.99676,1
-0.96704,-0.89802,-0.81013,-0.060883,0.049976,0.98572,-0.9859,-0.97111,-0.035708,0.32495,0.36856,0.31812,-0.74478,0.90548,0.90548,-0.97111,-0.6845,-0.67588,-0.98105,-0.6845,-0.99969,-0.99969,-0.70916,-0.10128,-0.38519,-0.91301,-0.8905,-0.94088,-0.12362,-0.99503,2
-0.94054,-0.86187,-0.87421,-0.52339,-0.029935,0.98522,-0.9859,-0.96263,0.18674,0.68553,0.41443,0.38132,-0.6625,0.91784,0.91495,-0.96263,-0.63754,-0.32907,-0.98541,-0.63754,-0.99974,-0.99981,-0.73982,0.0089918,-0.39185,-0.91306,-0.88959,-0.94213,0.11281,-0.9981,2
-0.96911,-0.89296,-0.69459,0.60989,0.33422,0.98857,-0.99985,-0.98414,0.11654,0.42306,0.38773,0.34055,-0.69473,0.91619,0.91576,-0.98414,-0.71534,-0.82227,-0.96526,-0.71534,-0.99962,-0.99962,-0.57854,-0.0085377,-0.29168,-0.91196,-0.89038,-0.93868,-0.0091278,-0.99014,2
-0.97091,-0.91558,-0.63022,0.59038,0.43461,0.98963,-0.99987,-0.98205,0.29036,0.52553,0.41203,0.37459,-0.61816,0.92302,0.92302,-0.98205,-0.71699,-0.82126,-0.96932,-0.71699,-0.99971,-0.99971,-0.54842,0.10031,-0.42483,-0.91324,-0.8905,-0.94139,0.2048,-0.99021,2
-0.74907,-0.36504,-0.5176,0.75649,0.63291,0.99009,-0.99355,-0.98502,0.15461,0.43761,0.38512,0.33329,-0.66453,0.91451,0.91419,-0.98502,-0.57003,-0.75275,-0.96319,-0.57003,-0.99982,-0.99982,-0.035665,-0.019137,-0.4824,-0.91366,-0.89039,-0.94248,0.0079117,-0.99319,2
-0.045466,0.60649,-0.24677,0.75544,0.82716,0.99074,-0.99173,-0.97205,0.27693,0.50283,0.40537,0.35999,-0.54563,0.91651,0.91642,-0.97205,-0.49075,-0.70699,-0.9804,-0.49075,-0.99991,-0.99991,-0.091486,0.012829,-0.6764,-0.91445,-0.89047,-0.94414,0.1493,-0.9944,2
-0.93416,-0.72341,-0.79582,0.38913,-0.10628,0.98417,-0.99974,-0.98246,-0.005386,0.35286,0.37396,0.3206,-0.73397,0.9087,0.9087,-0.98246,-0.69287,-0.77982,-0.96861,-0.69287,-0.99956,-0.99956,-0.65416,-0.084274,-0.15438,-0.88815,-0.8905,-0.88523,-0.16268,-0.99223,1
-1,-0.99989,-0.89624,0.34512,-0.56606,0.9822,-0.99961,-0.97568,-0.70889,-0.12823,0.29991,0.24683,-0.8525,0.86343,0.86016,-0.97568,-0.53127,-0.65374,-0.97743,-0.53127,-0.99954,-0.99955,-0.74731,-0.34981,0.38486,-0.92031,-0.89067,-0.95701,-0.61353,-0.99541,1
-0.82047,-0.21129,-0.78314,0.53239,-0.059173,0.986,-0.99942,-0.94539,0.068048,0.39713,0.38488,0.34037,-0.71499,1,1,-0.94539,-0.24796,-0.50818,-0.99011,-0.24796,-0.99982,-0.99982,-0.74177,-0.068143,-0.11447,-0.84988,-0.8905,-0.79957,-0.064604,-0.99705,1
-0.94827,-0.79309,-0.72736,0.69196,0.060427,0.98647,-0.99965,-0.95651,0.027089,0.37041,0.37778,0.32676,-0.7247,0.92442,0.92442,-0.95651,-0.2491,-0.55265,-0.9875,-0.2491,-0.99984,-0.99984,-0.6417,-0.077742,-0.19619,-0.89123,-0.8905,-0.89213,-0.12671,-0.99666,1
-0.72428,-0.90975,-0.83301,-1,-0.25896,-1,-0.99984,-0.99929,-0.0045802,0.39065,0.38239,0.33089,-0.73309,0.90956,0.90719,-0.99929,-0.99934,-0.99299,-0.21267,-0.99934,-0.91571,-0.98939,-0.33941,1,-0.48772,-0.89492,-0.85854,-0.93996,-0.18624,-0.72673,1
-0.70768,-0.89233,-0.83266,-0.98743,-0.24932,0.95716,-0.94109,-0.95761,0.0075198,0.49229,0.40593,0.37715,-0.72774,0.91499,0.90775,-0.95761,-0.95708,-0.59356,-0.98717,-0.95708,-0.99824,-0.99977,-0.31972,-0.019735,-0.49417,-0.89948,-0.86624,-0.94064,-0.10517,-0.99623,1
-0.98558,-0.9428,-0.72026,0.72066,0.27316,0.98792,-0.99981,-0.98802,0.057773,0.38676,0.3792,0.32522,-0.71588,0.91393,0.91393,-0.98802,-0.71247,-0.8314,-0.9539,-0.71247,-0.99956,-0.99956,-0.49598,-0.045381,-0.20079,-0.91006,-0.8905,-0.93428,-0.11005,-0.98956,2
-0.99229,-0.96962,-0.71462,0.74751,0.28854,0.98849,-0.9999,-0.98998,0.057112,0.38588,0.37993,0.32598,-0.71603,0.91388,0.91388,-0.98998,-0.78948,-0.87834,-0.94481,-0.78948,-0.9994,-0.9994,-0.5587,-0.031026,-0.2025,-0.91006,-0.8905,-0.93427,-0.11316,-0.98516,2
-0.79264,-0.70722,-0.33757,0.28404,0.55857,0.99008,-0.99966,-0.97675,0.27949,0.55646,0.41123,0.35873,-0.574,0.91879,0.91662,-0.97675,-0.63907,-0.7216,-0.97639,-0.63907,-0.99983,-0.99989,-0.36092,0.054743,-0.60903,-0.91413,-0.88993,-0.94409,0.10306,-0.99406,2
-0.89678,-0.67047,-0.87976,-0.33347,-0.15454,0.98263,-0.9996,-0.96761,0.12816,0.52707,0.41247,0.36342,-0.68614,0.91581,0.91581,-0.96761,-0.76892,-0.6782,-0.98313,-0.76892,-0.99956,-0.99956,-0.81838,0.018331,-0.36606,-0.91263,-0.8905,-0.94003,-0.040474,-0.99499,2
-0.96401,-0.84595,-0.73712,0.76095,0.23532,0.98734,-0.99975,-0.981,0.018303,0.36501,0.37603,0.32132,-0.72817,0.91299,0.91076,-0.981,-0.57532,-0.75637,-0.97104,-0.57532,-0.99966,-0.99968,-0.59405,-0.074946,-0.073817,-0.90267,-0.88901,-0.91957,-0.12989,-0.99307,1
-0.95295,-0.83657,-0.71247,0.52795,0.28443,0.98786,-0.99968,-0.98451,0.00528,0.35915,0.37486,0.32063,-0.73109,0.90881,0.90799,-0.98451,-0.65849,-0.77605,-0.96442,-0.65849,-0.99961,-0.99968,-0.56316,-0.078949,-0.15311,-0.90845,-0.8884,-0.93328,-0.14509,-0.99238,1
-0.96471,-0.91236,-0.87217,-0.47559,0.011228,0.98477,-0.99955,-0.9692,0.20929,0.69562,0.43251,0.39152,-0.64125,0.91765,0.91699,-0.9692,-0.76895,-0.60501,-0.98224,-0.76895,-0.99965,-0.99967,-0.7675,0.080318,-0.48072,-0.91356,-0.89033,-0.94233,0.20628,-0.99609,2
-0.68337,-0.54989,-0.59043,-0.19766,0.31693,0.98834,-0.99937,-0.9685,0.35832,0.75262,0.4535,0.41349,-0.4415,0.91893,0.91893,-0.9685,-0.70664,-0.65295,-0.98264,-0.70664,-0.99986,-0.99986,-0.45212,0.13462,-0.7381,-0.91458,-0.8905,-0.9444,0.30723,-0.99542,2
-0.4347,-0.29703,-0.51144,-0.17714,0.40726,0.99625,-0.99938,-0.99228,-0.051036,0.30529,0.3645,0.30878,-0.77362,0.90576,0.90576,-0.99228,-0.92696,-0.91551,-0.92829,-0.92696,-0.99951,-0.99951,-0.3618,-0.1886,-0.77564,-0.9147,-0.8905,-0.94468,-0.22797,-0.97821,2
-0.49912,-0.3627,-0.48574,-0.11112,0.43655,0.98947,-0.99919,-0.96843,0.048583,0.40789,0.38566,0.33704,-0.68373,0.90869,0.90869,-0.96843,-0.69663,-0.67252,-0.98268,-0.69663,-0.99988,-0.99988,-0.36691,-0.052854,-0.76957,-0.91469,-0.8905,-0.94464,-0.10761,-0.99509,2
-0.97341,-0.90652,-0.78016,0.22432,0.13503,0.9863,-0.99986,-0.98371,0.019904,0.372,0.3782,0.32192,-0.72583,0.90915,0.90905,-0.98371,-0.79588,-0.83546,-0.96617,-0.79588,-0.99945,-0.99947,-0.71216,-0.061468,-0.28136,-0.91183,-0.89038,-0.93839,-0.16501,-0.98928,1
-0.97553,-0.93412,-0.79565,-0.1398,0.12175,0.98561,-0.99988,-0.98758,0.033554,0.39412,0.38185,0.32589,-0.72047,0.90976,0.90903,-0.98758,-0.87136,-0.85699,-0.95555,-0.87136,-0.99921,-0.99936,-0.74198,-0.028265,-0.33642,-0.91248,-0.88959,-0.94081,-0.14901,-0.98752,1
-0.98797,-0.94998,-0.7164,0.8305,0.37152,0.98855,-0.99988,-0.97562,-0.0020725,0.35406,0.37449,0.31912,-0.73306,0.9078,0.9078,-0.97562,-0.64334,-0.80277,-0.97749,-0.64334,-0.99963,-0.99963,-0.7103,-0.082893,-0.1605,-0.90896,-0.8905,-0.93182,-0.09715,-0.99121,1
-0.99364,-0.97265,-0.71685,0.8988,0.32681,0.98834,-0.99985,-0.98637,0.001563,0.35575,0.37448,0.31882,-0.73219,0.90859,0.90854,-0.98637,-0.68614,-0.83236,-0.95952,-0.68614,-0.99956,-0.99956,-0.55875,-0.080406,-0.12267,-0.90683,-0.89041,-0.92716,-0.13059,-0.98949,1
-0.82933,-0.88413,0.062704,-0.059642,0.56577,0.99959,-0.9998,-0.99414,0.052762,0.40903,0.38159,0.3305,-0.63256,0.90862,0.90862,-0.99414,-0.90886,-0.90649,-0.90545,-0.90886,-0.99978,-0.99978,0.93943,0.032745,-0.89356,-0.91493,-0.8905,-0.94518,-0.091447,-0.9804,2
-0.95514,-0.96573,0.11104,0.13769,0.6476,1,-0.99978,-0.99464,0.076787,0.41892,0.38227,0.32986,-0.62857,0.9094,0.90932,-0.99464,-0.89304,-0.90774,-0.8967,-0.89304,-0.99976,-0.9998,0.84816,0.054796,-0.84493,-0.91484,-0.89041,-0.94507,-0.076244,-0.98012,2
-0.98957,-0.95134,-0.76791,0.73593,0.13251,0.98677,-0.99969,-0.94963,-0.003457,0.35349,0.37423,0.31948,-0.73363,0.90921,0.90839,-0.94963,-0.17988,-0.52311,-0.98925,-0.17988,-0.99982,-0.99983,-0.72205,-0.085024,-0.021443,-0.88984,-0.88902,-0.89085,-0.17753,-0.99693,2
-0.98921,-0.94834,-0.76721,0.78797,0.13484,0.98677,-0.99976,-0.94186,0.0026594,0.35662,0.37531,0.32191,-0.73221,0.91219,0.91124,-0.94186,-0.22745,-0.56315,-0.99072,-0.22745,-0.99981,-0.99981,-0.77558,-0.083559,-0.017345,-0.88783,-0.88994,-0.88522,-0.16593,-0.99656,2
-0.91557,-0.72716,-0.69127,0.50694,0.32325,0.98741,-0.99948,-0.94158,0.12598,0.4335,0.39107,0.34123,-0.68751,0.91583,0.91583,-0.94158,-0.08811,-0.39419,-0.99077,-0.08811,-0.9999,-0.9999,-0.59813,-0.060085,-0.35765,-0.91255,-0.8905,-0.93986,-0.006026,-0.99779,2
-0.86777,-0.63432,-0.65266,0.42042,0.36284,0.98769,-0.99941,-0.95566,0.33631,0.57494,0.41579,0.37147,-0.59307,0.92468,0.92468,-0.95566,-0.26516,-0.48404,-0.98775,-0.26516,-0.9999,-0.9999,-0.37313,-0.0032943,-0.45572,-0.91341,-0.8905,-0.94178,0.20799,-0.99724,2
0.11565,0.4496,-0.081626,0.62486,0.83657,0.99126,-0.99938,-0.96376,0.16926,0.45264,0.40238,0.35641,-0.57913,0.91231,0.91231,-0.96376,-0.54601,-0.71901,-0.98495,-0.54601,-0.99993,-0.99993,-0.083269,-0.016984,-0.76404,-0.91468,-0.8905,-0.94461,0.028354,-0.99412,2
0.079792,0.38207,-0.045951,0.66134,0.86111,0.99342,-0.99944,-0.97932,0.14384,0.43626,0.39394,0.34453,-0.59936,0.91152,0.91152,-0.97932,-0.68586,-0.80959,-0.97342,-0.68586,-0.99989,-0.99989,0.13254,-0.00048255,-0.76811,-0.91469,-0.8905,-0.94463,-0.0065179,-0.99086,2
-0.95117,-0.89148,-0.65024,0.13328,0.35715,0.98926,-0.99978,-0.98517,0.05776,0.40391,0.38232,0.33405,-0.70101,0.90963,0.90963,-0.98517,-0.7713,-0.80204,-0.96283,-0.7713,-0.9997,-0.9997,-0.38238,-0.034905,-0.56831,-0.91407,-0.8905,-0.94326,-0.0088818,-0.99125,1
-0.96508,-0.93137,-0.60019,0.12888,0.41011,0.99019,-0.99976,-0.98733,0.01088,0.3664,0.37595,0.32239,-0.72364,0.90771,0.90771,-0.98733,-0.78776,-0.81563,-0.95644,-0.78776,-0.99971,-0.99971,-0.26791,-0.069915,-0.62124,-0.91427,-0.8905,-0.9437,-0.11262,-0.99053,1
-0.99086,-0.95447,-0.76032,0.91028,0.18671,0.98705,-0.99991,-0.99046,0.010726,0.36022,0.37536,0.32021,-0.73044,0.92572,0.92572,-0.99046,-0.78926,-0.88808,-0.94206,-0.78926,-0.99926,-0.99926,-0.63224,-0.069929,0.011352,-0.856,-0.8905,-0.81328,-0.1653,-0.98378,1
-0.98731,-0.93854,-0.7515,0.9127,0.195,0.98714,-0.99979,-0.99198,0.020719,0.36512,0.37556,0.32139,-0.72797,0.92004,0.92004,-0.99198,-0.75884,-0.87209,-0.93101,-0.75884,-0.9994,-0.9994,-0.48178,-0.06466,-0.017753,-0.88873,-0.8905,-0.88654,-0.14011,-0.98593,1
-0.99773,-0.99126,-0.82954,0.12028,-0.038399,0.98513,-0.9998,-0.96562,0.043003,0.39253,0.38361,0.33833,-0.72001,0.91214,0.91214,-0.96562,-0.64082,-0.68579,-0.98412,-0.64082,-0.99965,-0.99965,-0.78378,-0.060769,-0.20593,-0.91033,-0.8905,-0.93488,-0.0026919,-0.99484,2
-0.99836,-0.9931,-0.81519,0.31823,-0.036681,0.98463,-0.99982,-0.98311,0.024772,0.37398,0.37769,0.3235,-0.72607,0.91241,0.91241,-0.98311,-0.72103,-0.79002,-0.96739,-0.72103,-0.99952,-0.99952,-0.68368,-0.065008,-0.12873,-0.90657,-0.8905,-0.92647,-0.081563,-0.99181,2
-0.94952,-0.86204,-0.55736,0.76118,0.58435,0.98888,-0.99969,-0.96913,0.49806,0.61979,0.4245,0.40171,-0.54055,0.93372,0.93117,-0.96913,-0.37702,-0.64266,-0.98228,-0.37702,-0.99986,-0.99987,-0.43008,0.057406,-0.41397,-0.91323,-0.89023,-0.94171,0.60955,-0.99558,2
